verre_id,glass_name,source_url,nasal_engraving,glass_index,material,glass_supplier_name,tags
975,O'Design® WIDR® Short,https://www.france-optique.com/gravures/fournisseur=789,https://si.france-optique.com/img/gravures/nasal/web_1965-nas-optovision-DW1.tif.jpg,pas d'indice,Orgalit©,OPTOVISION GmbH,"[""vcercle"", ""E"", ""F""]"
976,SEIKO INDOOR 200 / FR 1.50 Bl.,https://www.france-optique.com/gravures/fournisseur=1407,https://si.france-optique.com/img/gravures/nasal/web_271-nas-seiko-05.tif.jpg,1.50,ORG,SEIKO OPTICAL FRANCE,"[""vcercle"", ""E"", ""F"", ""-""]"
977,Attitude III Fashion 15 & 18 NXT Varia Color / Varia Polar / Polar / Color Mirror / Color,https://www.france-optique.com/gravures/fournisseur=2397,https://si.france-optique.com/img/gravures/nasal/web_221-nas-shamir-74.tif.jpg,1.53,NXT,SHAMIR FRANCE,"[""fleche"", ""S"", ""6"", ""W""]"
978,O'Design® WIDR® Flex,https://www.france-optique.com/gravures/fournisseur=789,https://si.france-optique.com/img/gravures/nasal/web_1965-nas-optovision-DW1.tif.jpg,pas d'indice,Orgalit©,OPTOVISION GmbH,"[""losange""]"
979,SEIKO INDOOR 100 1.74 IP+ Bl.,https://www.france-optique.com/gravures/fournisseur=1407,https://si.france-optique.com/img/gravures/nasal/web_267-nas-seiko-01.tif.jpg,1.74,ORG,SEIKO OPTICAL FRANCE,"[""fleche"", ""F"", ""4"", ""W""]"
980,O'Design® WIDR® Formula 2 Drive Regular,https://www.france-optique.com/gravures/fournisseur=789,https://si.france-optique.com/img/gravures/nasal/web_1826-nas-optovision-DWD2.tif.jpg,pas d'indice,Orgalit©,OPTOVISION GmbH,"[""carr\u00e9""]"
981,SEIKO INDOOR 100 / FR 1.67 IP+ Bl.,https://www.france-optique.com/gravures/fournisseur=1407,https://si.france-optique.com/img/gravures/nasal/web_268-nas-seiko-02.tif.jpg,1.67,ORG,SEIKO OPTICAL FRANCE,"[""coupe"", ""1"", ""6""]"
982,O'Design® WIDR® Formula 2 Drive Medium,https://www.france-optique.com/gravures/fournisseur=789,https://si.france-optique.com/img/gravures/nasal/web_1826-nas-optovision-DWD2.tif.jpg,pas d'indice,Orgalit©,OPTOVISION GmbH,"[""fleche"", ""S"", ""N"", ""G""]"
983,O'Design® WIDR® Formula 2 Drive Short,https://www.france-optique.com/gravures/fournisseur=789,https://si.france-optique.com/img/gravures/nasal/web_1826-nas-optovision-DWD2.tif.jpg,pas d'indice,Orgalit©,OPTOVISION GmbH,"[""triangle""]"
984,SEIKO INDOOR 100 / FR 1.60 IP+ Bl.,https://www.france-optique.com/gravures/fournisseur=1407,https://si.france-optique.com/img/gravures/nasal/web_270-nas-seiko-04.tif.jpg,1.60,ORG,SEIKO OPTICAL FRANCE,"[""vcercle"", ""D"", ""P""]"
985,O'Design® WIDR® Formula 2 Drive Flex,https://www.france-optique.com/gravures/fournisseur=789,https://si.france-optique.com/img/gravures/nasal/web_1826-nas-optovision-DWD2.tif.jpg,pas d'indice,Orgalit©,OPTOVISION GmbH,"[""triangle""]"
986,SEIKO INDOOR 100 / FR 1.50 Bl.,https://www.france-optique.com/gravures/fournisseur=1407,https://si.france-optique.com/img/gravures/nasal/web_271-nas-seiko-05.tif.jpg,1.50,ORG,SEIKO OPTICAL FRANCE,"[""coupe"", ""T"", ""6""]"
987,O'Free® WIDR® Regular,https://www.france-optique.com/gravures/fournisseur=789,https://si.france-optique.com/img/gravures/nasal/web_1964-nas-optovision-FW1.tif.jpg,pas d'indice,Orgalit©,OPTOVISION GmbH,"[""vcercle"", ""D"", ""1""]"
988,SEIKO INDOOR PC 1.74 IP+ Bl.,https://www.france-optique.com/gravures/fournisseur=1407,https://si.france-optique.com/img/gravures/nasal/web_267-nas-seiko-01.tif.jpg,1.74,ORG,SEIKO OPTICAL FRANCE,"[""losange""]"
990,SEIKO INDOOR PC / FR 1.67 IP+ Bl.,https://www.france-optique.com/gravures/fournisseur=1407,https://si.france-optique.com/img/gravures/nasal/web_268-nas-seiko-02.tif.jpg,1.67,ORG,SEIKO OPTICAL FRANCE,"[""vcercle"", ""F"", ""B""]"
992,O'Free® WIDR® Short,https://www.france-optique.com/gravures/fournisseur=789,https://si.france-optique.com/img/gravures/nasal/web_1964-nas-optovision-FW1.tif.jpg,pas d'indice,Orgalit©,OPTOVISION GmbH,"[""coupe"", ""P"", ""Z"", ""6""]"
993,SEIKO INDOOR PC / FR 1.60 IP+ Bl.,https://www.france-optique.com/gravures/fournisseur=1407,https://si.france-optique.com/img/gravures/nasal/web_270-nas-seiko-04.tif.jpg,1.60,ORG,SEIKO OPTICAL FRANCE,"[""vcercle"", ""F"", ""P""]"
994,O'Free® WIDR® Formula 2 Drive Regular,https://www.france-optique.com/gravures/fournisseur=789,https://si.france-optique.com/img/gravures/nasal/web_1828-nas-optovision-FWD2.tif.jpg,pas d'indice,Orgalit©,OPTOVISION GmbH,"[""triangle""]"
